episode,model,seed,elapsed_seconds,moving_avg_score,model_size,device,score,steps,reward,epsilon,loss
212,q_learning,3,0.0753,2.18,753,cpu,0,22,-9.71,0.34554,0.0
213,q_learning,3,0.0757,2.18,753,cpu,3,25,20.29,0.34381,0.0
214,q_learning,3,0.0759,2.16,756,cpu,2,13,10.1,0.34209,0.0
215,q_learning,3,0.0767,2.18,756,cpu,4,49,31.96,0.34038,0.0
216,q_learning,3,0.0771,2.2,756,cpu,2,23,11.2,0.33868,0.0
217,q_learning,3,0.0777,2.24,756,cpu,2,41,11.22,0.33698,0.0
218,q_learning,3,0.0779,2.24,756,cpu,2,13,10.3,0.3353,0.0
219,q_learning,3,0.0783,2.22,756,cpu,2,23,11.2,0.33362,0.0
220,q_learning,3,0.0788,2.26,756,cpu,2,30,12.03,0.33195,0.0
221,q_learning,3,0.0789,2.22,756,cpu,0,7,-9.66,0.33029,0.0
222,q_learning,3,0.0792,2.2,756,cpu,1,17,1.15,0.32864,0.0
223,q_learning,3,0.0793,2.1,756,cpu,0,7,-9.86,0.327,0.0
224,q_learning,3,0.0803,2.1,756,cpu,3,59,22.15,0.32536,0.0
225,q_learning,3,0.0808,2.18,765,cpu,5,30,41.36,0.32374,0.0
226,q_learning,3,0.0813,2.18,768,cpu,2,25,11.38,0.32212,0.0
227,q_learning,3,0.0822,2.22,774,cpu,5,55,43.01,0.32051,0.0
228,q_learning,3,0.0824,2.2,774,cpu,2,11,10.72,0.31891,0.0
229,q_learning,3,0.0826,2.16,774,cpu,0,12,-9.41,0.31731,0.0
230,q_learning,3,0.0835,2.24,780,cpu,4,54,33.21,0.31572,0.0
231,q_learning,3,0.0843,2.26,789,cpu,5,43,41.73,0.31415,0.0
232,q_learning,3,0.0847,2.3,792,cpu,3,21,20.93,0.31258,0.0
233,q_learning,3,0.085,2.3,792,cpu,2,18,10.55,0.31101,0.0
234,q_learning,3,0.0858,2.4,804,cpu,5,46,41.6,0.30946,0.0
235,q_learning,3,0.086,2.4,807,cpu,2,12,9.61,0.30791,0.0
236,q_learning,3,0.0864,2.42,810,cpu,4,18,30.57,0.30637,0.0
237,q_learning,3,0.0872,2.44,816,cpu,5,46,41.6,0.30484,0.0
238,q_learning,3,0.0874,2.42,816,cpu,1,12,0.1,0.30331,0.0
239,q_learning,3,0.0877,2.4,819,cpu,2,20,11.33,0.3018,0.0
